model_name_or_path,label_mode,train_batch_size,accumulate_grad_batches,max_epochs,lr,frac_warmup_steps,weight_decay,random_seed,val_score1,val_score2,val_score3,val_score4,val_score_mean,val_loss,val_acc,val_f1,current_epoch,global_step
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6403061224489796,0.7612732095490716,0.8238636363636357,0.8454545454545455,0.7677243784540582,0.30063727,0.8713797035347777,0.6161490683229813,2,105
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6403061224489796,0.7519893899204244,0.8191287878787872,0.8371212121212122,0.7621363780923509,0.29490054,0.8690992018244014,0.5945945945945945,2,115
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6607142857142857,0.7586206896551724,0.806818181818181,0.8325757575757575,0.7646822286908491,0.29972276,0.8716077537058152,0.6071887034659819,2,126
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6454081632653061,0.76657824933687,0.8096590909090903,0.8242424242424242,0.7614719819384227,0.36279362,0.8684150513112885,0.5906735751295338,3,136
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6505102040816326,0.76657824933687,0.803030303030302,0.8272727272727273,0.761847870930383,0.34536332,0.8757126567844926,0.6005326231691079,3,147
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6326530612244898,0.7559681697612732,0.8030303030303024,0.8303030303030303,0.7554886410797739,0.34428263,0.8670467502850627,0.5863874345549739,3,157
bert-large-cased,major,8,8,10,5e-05,0.05,0.0,19,0.6224489795918368,0.7427055702917772,0.7973484848484843,0.8303030303030303,0.7482015162587821,0.37213072,0.8665906499429875,0.5887728459530026,3,168
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.1,0.175,0.282051282051282,0.32432432432432434,0.2203439015939016,0.90814847,0.26627218934911245,0.024096385542168676,0,0
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.17091836734693877,0.3037135278514589,0.3664772727272727,0.4393939393939394,0.32012577682990245,0.6057565,0.6946408209806157,0.1296978629329403,0,10
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.25510204081632654,0.45490716180371354,0.5530303030303023,0.6204545454545455,0.470873512776222,0.5288065,0.768072976054732,0,0,21
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.4260204081632653,0.610079575596817,0.6969696969696956,0.7356060606060606,0.6171689353339596,0.40694553,0.7794754846066134,0.15434083601286175,0,31
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.4872448979591837,0.6684350132625995,0.7490530303030287,0.7734848484848484,0.6695544475024151,0.36804745,0.8244013683010262,0.46187050359712234,0,42
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.4846938775510204,0.6843501326259946,0.7670454545454533,0.7833333333333333,0.6798556995139504,0.3504744,0.8314709236031927,0.4718100890207715,1,52
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5178571428571429,0.7002652519893899,0.7736742424242411,0.7962121212121213,0.6970021896207238,0.3318905,0.8469783352337514,0.5633802816901408,1,63
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5280612244897959,0.7095490716180372,0.7812499999999989,0.7977272727272727,0.7041468922087761,0.32277423,0.8538198403648802,0.5839416058394159,1,73
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.548469387755102,0.7068965517241379,0.7840909090909082,0.8053030303030303,0.7111899697182946,0.3204493,0.8556442417331813,0.566360052562418,1,84
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5510204081632653,0.7148541114058355,0.7907196969696959,0.8098484848484848,0.7166106753468204,0.31313893,0.8599771949828963,0.5853035143769969,2,94
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5586734693877551,0.7347480106100795,0.7973484848484841,0.8136363636363636,0.7261015821206706,0.30458072,0.8624857468643101,0.5975609756097561,2,105
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5790816326530612,0.7413793103448276,0.8030303030303023,0.8159090909090909,0.7348500842343205,0.30048746,0.8636259977194983,0.5923076923076923,2,115
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5841836734693877,0.7480106100795756,0.8030303030303021,0.8265151515151515,0.7404349345236042,0.29589084,0.8688711516533637,0.6297619047619047,2,126
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.6020408163265306,0.753315649867374,0.8030303030303023,0.8227272727272728,0.74527851048787,0.2914573,0.867502850627138,0.6029889538661469,3,136
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.5994897959183674,0.7599469496021221,0.8087121212121207,0.8257575757575758,0.7484766106225464,0.29108998,0.867502850627138,0.626321974148061,3,147
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.625,0.7599469496021221,0.8115530303030297,0.8272727272727273,0.7559431767944698,0.28663224,0.8700114025085519,0.6119307248236049,3,157
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.6352040816326531,0.7679045092838196,0.8172348484848478,0.831060606060606,0.7628510113654816,0.2859777,0.8720638540478906,0.6288473144236572,3,168
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.625,0.7586206896551724,0.8162878787878782,0.8295454545454546,0.7573635057471263,0.2828709,0.8745724059293044,0.6234256926952142,4,178
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.625,0.7586206896551724,0.8200757575757571,0.8318181818181818,0.7588786572622779,0.28183037,0.8745724059293044,0.6288916562889165,4,189
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.6275510204081632,0.7612732095490716,0.8191287878787875,0.8340909090909091,0.7605109817317328,0.2815275,0.8727480045610034,0.6258420085731783,4,199
bert-large-cased,major,8,8,10,1e-05,0.05,0.0,19,0.6352040816326531,0.7705570291777188,0.8124999999999996,0.8325757575757575,0.7627092170965323,0.27918947,0.8770809578107184,0.6364764267990074,4,210
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.1,0.175,0.282051282051282,0.32432432432432434,0.2203439015939016,0.90814847,0.26627218934911245,0.024096385542168676,0,0
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.13010204081632654,0.26525198938992045,0.3380681818181814,0.4053030303030303,0.28468131058186463,0.70729464,0.510376282782212,0.11093831000518403,0,10
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.2066326530612245,0.37002652519893897,0.4640151515151514,0.5295454545454545,0.3925549460801923,0.52513635,0.7676168757126568,0.010126582278481013,0,21
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.2653061224489796,0.46816976127320953,0.5643939393939387,0.628030303030303,0.48147503153660764,0.50076896,0.7678449258836945,0,0,31
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.39285714285714285,0.5769230769230769,0.6553030303030289,0.6954545454545454,0.5801344488844485,0.42920327,0.7696693272519954,0.07259953161592506,0,42
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.4387755102040816,0.6246684350132626,0.7149621212121198,0.75,0.632101516607366,0.39504677,0.806157354618016,0.35489220563847435,1,52
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.46683673469387754,0.6618037135278515,0.7462121212121197,0.7696969696969697,0.6611373847827046,0.36992317,0.8168757126567845,0.40743734842360546,1,63
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.48214285714285715,0.6763925729442971,0.7604166666666651,0.7833333333333333,0.6755713575217881,0.3546449,0.8328392246294185,0.471976401179941,1,73
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.49744897959183676,0.6830238726790451,0.7679924242424228,0.793939393939394,0.6856011676131746,0.3416077,0.8444697833523375,0.5471447543160691,1,84
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5051020408163265,0.6883289124668435,0.769886363636362,0.7946969696969697,0.6895035716541253,0.33450517,0.8488027366020524,0.5541528239202658,2,94
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5178571428571429,0.6949602122015915,0.7755681818181802,0.8037878787878788,0.6980433539161983,0.32661632,0.8538198403648802,0.5856423173803527,2,105
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5229591836734694,0.7068965517241379,0.7812499999999987,0.8075757575757576,0.7046703732433409,0.32241988,0.855188141391106,0.5821962313190384,2,115
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5331632653061225,0.713527851458886,0.7821969696969682,0.8083333333333333,0.7093053549488275,0.3180797,0.8565564424173319,0.5852713178294573,2,126
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5331632653061225,0.7228116710875332,0.7859848484848471,0.8121212121212121,0.7135202492499287,0.31363,0.8592930444697834,0.5955835962145111,3,136
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5306122448979592,0.7254641909814323,0.7869318181818169,0.8151515151515152,0.7145399423031809,0.31079537,0.8597491448118586,0.6,3,147
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5357142857142857,0.7241379310344828,0.7907196969696961,0.8159090909090909,0.7166202511568889,0.30793098,0.8581527936145952,0.5892972275950998,3,157
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5459183673469388,0.7254641909814323,0.7945075757575748,0.818939393939394,0.7212073820063349,0.30442223,0.8627137970353478,0.5991189427312774,3,168
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5586734693877551,0.7254641909814323,0.7935606060606052,0.8227272727272728,0.7251063847892664,0.30181158,0.8647662485746864,0.6066584463625155,4,178
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5612244897959183,0.7294429708222812,0.7992424242424235,0.8204545454545454,0.7275911075787921,0.30010927,0.8636259977194983,0.5992366412213741,4,189
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5688775510204082,0.7347480106100795,0.800189393939393,0.818939393939394,0.7306885873773187,0.2981806,0.867502850627138,0.6116207951070337,4,199
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5714285714285714,0.7360742705570292,0.8030303030303024,0.8174242424242424,0.7319893468600364,0.29644033,0.8686431014823262,0.6175742574257426,4,210
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5790816326530612,0.7400530503978779,0.8058712121212114,0.8204545454545454,0.7363651101566739,0.29467458,0.8677309007981756,0.6142506142506142,5,220
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5739795918367347,0.7427055702917772,0.8049242424242418,0.821969696969697,0.7358947753806127,0.29355714,0.8686431014823262,0.6247734138972809,5,231
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5867346938775511,0.7453580901856764,0.8049242424242415,0.8234848484848485,0.7401254687430794,0.2935622,0.87115165336374,0.620012277470841,5,241
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5969387755102041,0.7427055702917772,0.8049242424242415,0.825,0.7423921470565558,0.29437262,0.8690992018244014,0.6106194690265487,5,252
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6020408163265306,0.7453580901856764,0.8039772727272717,0.8257575757575758,0.7442834387492636,0.29320008,0.8690992018244014,0.6097256857855361,6,262
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.5969387755102041,0.7493368700265252,0.8049242424242414,0.8287878787878787,0.7449969416872123,0.2923075,0.869327251995439,0.6196503918022905,6,273
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6045918367346939,0.7493368700265252,0.80965909090909,0.828030303030303,0.747904525175153,0.29115248,0.87115165336374,0.6216216216216216,6,283
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6020408163265306,0.7506631299734748,0.8106060606060599,0.8272727272727273,0.7476456835446981,0.290644,0.8688711516533637,0.613450659962288,6,294
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6020408163265306,0.7519893899204244,0.8115530303030297,0.828030303030303,0.748403384895072,0.2897872,0.8677309007981756,0.6075,7,304
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6096938775510204,0.7546419098143236,0.8096590909090903,0.8272727272727273,0.7503169013867904,0.28906578,0.8702394526795895,0.6162361623616236,7,315
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6096938775510204,0.7599469496021221,0.8134469696969692,0.8265151515151515,0.7524007370913158,0.2886641,0.8688711516533637,0.6126013724266999,7,325
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6071428571428571,0.7599469496021221,0.8115530303030297,0.828030303030303,0.751668285019578,0.28818733,0.8709236031927023,0.6190476190476191,7,336
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6122448979591837,0.7599469496021221,0.8106060606060599,0.8257575757575758,0.7521388709812353,0.28796217,0.8690992018244014,0.6154791154791154,8,346
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6122448979591837,0.7586206896551724,0.8134469696969692,0.825,0.7523281393278314,0.28771108,0.869327251995439,0.6154798761609906,8,357
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6147959183673469,0.7599469496021221,0.8124999999999993,0.825,0.7530607169923671,0.287582,0.8690992018244014,0.6183159188690842,8,367
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6147959183673469,0.7612732095490716,0.8124999999999993,0.825,0.7533922819791046,0.28740704,0.869327251995439,0.6184049079754601,8,378
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6147959183673469,0.7625994694960212,0.8124999999999996,0.825,0.7537238469658418,0.2871564,0.8688711516533637,0.6148148148148148,9,388
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6147959183673469,0.7625994694960212,0.8124999999999996,0.8257575757575758,0.7539132409052358,0.2870725,0.8684150513112885,0.6116625310173698,9,399
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6147959183673469,0.7625994694960212,0.8124999999999996,0.8257575757575758,0.7539132409052358,0.2870093,0.8684150513112885,0.6116625310173698,9,409
bert-large-cased,major,8,8,10,5e-06,0.05,0.0,19,0.6147959183673469,0.7625994694960212,0.8124999999999996,0.8257575757575758,0.7539132409052358,0.28697684,0.8686431014823262,0.6130030959752322,9,420
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.1,0.175,0.282051282051282,0.32432432432432434,0.2203439015939016,0.90814847,0.26627218934911245,0.024096385542168676,0,0
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.42091836734693877,0.6087533156498673,0.7102272727272713,0.7356060606060606,0.6188762540825345,0.40304917,0.7828962371721779,0.20739219712525667,0,21
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.5127551020408163,0.73342175066313,0.7954545454545446,0.825,0.7166578495396227,0.31063655,0.853363740022805,0.587800369685767,0,42
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.6198979591836735,0.7493368700265252,0.8162878787878782,0.8507575757575757,0.7590700709389131,0.28438765,0.8681870011402508,0.6341749853200235,0,63
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.6403061224489796,0.7652519893899205,0.8257575757575754,0.8401515151515152,0.7678668006869976,0.28024715,0.8706955530216648,0.5991902834008097,0,84
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.6096938775510204,0.76657824933687,0.813446969696969,0.8409090909090909,0.7576570468734876,0.28507337,0.8695553021664766,0.6185438705662725,1,106
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.625,0.7811671087533156,0.8200757575757571,0.8340909090909091,0.7650834438549954,0.27658075,0.877309007981756,0.6199356913183279,1,127
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.6096938775510204,0.7798408488063661,0.8191287878787873,0.8469696969696969,0.7639083028014677,0.2818416,0.8752565564424173,0.600250626566416,1,148
bert-large-cased,major,8,4,10,5e-05,0.05,0.0,19,0.6147959183673469,0.7758620689655172,0.8219696969696962,0.8416666666666667,0.7635735877423068,0.27761406,0.8763968072976055,0.6162570888468809,1,169
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.1,0.175,0.282051282051282,0.32432432432432434,0.2203439015939016,0.90814847,0.26627218934911245,0.024096385542168676,0,0
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.20153061224489796,0.35809018567639256,0.44886363636363613,0.5166666666666667,0.38128777523789836,0.53072137,0.7673888255416191,0.007604562737642586,0,21
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.4336734693877551,0.6127320954907162,0.6931818181818169,0.7219696969696969,0.6153892700074963,0.411395,0.792018244013683,0.23984526112185683,0,42
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.49489795918367346,0.6830238726790451,0.7613636363636349,0.7871212121212121,0.6816016700868914,0.3512541,0.8335233751425314,0.47667638483965014,0,63
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.5280612244897959,0.7095490716180372,0.7793560606060591,0.8037878787878788,0.7051885588754427,0.32302776,0.8526795895096921,0.5848465873512837,0,84
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.5612244897959183,0.73342175066313,0.7945075757575751,0.8151515151515152,0.7260763328420348,0.30875757,0.8547320410490308,0.573481384715872,1,106
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.5790816326530612,0.7387267904509284,0.8030303030303024,0.825,0.7364596815335729,0.29949886,0.8649942987457241,0.5998731769181991,1,127
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.5892857142857143,0.7387267904509284,0.8087121212121207,0.8287878787878787,0.7413781261841604,0.2927933,0.8688711516533637,0.6050314465408805,1,148
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.5969387755102041,0.7546419098143236,0.8087121212121208,0.8287878787878787,0.7472701713311317,0.2880151,0.8706955530216648,0.6137366099558917,1,169
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6198979591836735,0.7559681697612732,0.8134469696969693,0.8340909090909091,0.7558510019332063,0.28642768,0.8677309007981756,0.6217494089834517,2,191
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6096938775510204,0.753315649867374,0.8124999999999999,0.8378787878787879,0.7533470788242955,0.28247803,0.8700114025085519,0.6305125148986889,2,212
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6122448979591837,0.7519893899204244,0.8106060606060604,0.8303030303030303,0.7512858446971746,0.28231964,0.8745724059293044,0.6208201892744479,2,233
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.625,0.7599469496021221,0.8096590909090906,0.8303030303030303,0.7562272677035606,0.27988294,0.8768529076396807,0.6350184956843404,2,254
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6198979591836735,0.7599469496021221,0.8134469696969693,0.831060606060606,0.7560881211358428,0.2813966,0.8738882554161915,0.6309303758471966,3,276
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.625,0.7586206896551724,0.8077651515151509,0.831060606060606,0.7556116118077323,0.2819137,0.8729760547320411,0.6137091607943627,3,297
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6275510204081632,0.7599469496021221,0.8096590909090904,0.8318181818181818,0.7572438106843893,0.2795484,0.876624857468643,0.6328955597248281,3,318
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6377551020408163,0.7599469496021221,0.8153409090909087,0.8333333333333334,0.7615940735167951,0.28097183,0.8745724059293044,0.627573300062383,3,339
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6403061224489796,0.7612732095490716,0.8087121212121207,0.8295454545454546,0.7599592269389066,0.28143412,0.8761687571265678,0.6292993630573248,4,361
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6454081632653061,0.7625994694960212,0.8106060606060601,0.8303030303030303,0.7622291809176045,0.28311893,0.8782212086659065,0.6310432569974554,4,382
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6454081632653061,0.7519893899204244,0.8077651515151508,0.8287878787878787,0.75848764587219,0.28670964,0.8761687571265678,0.6151866151866152,4,403
bert-large-cased,major,8,4,10,1e-05,0.05,0.0,19,0.6403061224489796,0.7559681697612732,0.8077651515151508,0.8272727272727273,0.7578280427495327,0.28458714,0.8741163055872292,0.617314930991217,4,424
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.1,0.175,0.282051282051282,0.32432432432432434,0.2203439015939016,0.90814847,0.26627218934911245,0.024096385542168676,0,0
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.21428571428571427,0.37002652519893897,0.46022727272727243,0.5272727272727272,0.39295305987116325,0.5409535,0.768072976054732,0.002564102564102564,0,5
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.22193877551020408,0.4946949602122016,0.6268939393939384,0.6909090909090909,0.5086091915063587,0.56829053,0.768072976054732,0,0,10
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.4413265306122449,0.6326259946949602,0.7301136363636354,0.7560606060606061,0.6400316919328617,0.4234596,0.8237172177879133,0.48691099476439786,0,15
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.45663265306122447,0.669761273209549,0.7632575757575748,0.7946969696969697,0.6710871179313296,0.3639999,0.8171037628278222,0.4198717948717949,0,21
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.4923469387755102,0.6896551724137931,0.7765151515151502,0.8037878787878788,0.690576285373083,0.34179825,0.8362599771949829,0.48940832724616506,1,26
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.5433673469387755,0.7042440318302388,0.7850378787878778,0.8128787878787879,0.7113820113589201,0.31951743,0.8472063854047891,0.5843230403800476,1,31
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.5357142857142857,0.7108753315649867,0.7897727272727265,0.8174242424242424,0.7134466467440603,0.30915332,0.8547320410490308,0.592638036809816,1,36
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.5535714285714286,0.7161803713527851,0.7992424242424238,0.8303030303030303,0.7248243136174171,0.3059771,0.8549600912200684,0.5625000000000001,1,42
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.5663265306122449,0.7254641909814323,0.8030303030303024,0.8333333333333334,0.7320385894893283,0.2980548,0.8597491448118586,0.5816993464052288,2,47
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.5867346938775511,0.7413793103448276,0.8068181818181812,0.8318181818181818,0.7416875919646855,0.28761277,0.8654503990877993,0.6059850374064838,2,52
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6045918367346939,0.7413793103448276,0.814393939393939,0.8318181818181818,0.7480458170729105,0.2848394,0.8661345496009122,0.5992317541613316,2,57
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6096938775510204,0.7453580901856764,0.8096590909090904,0.8424242424242424,0.7517838252675074,0.28348488,0.8686431014823262,0.6284701712935618,2,63
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6147959183673469,0.7546419098143236,0.803977272727272,0.8424242424242424,0.7539598358332962,0.28022736,0.8695553021664766,0.5929380413057962,3,68
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6352040816326531,0.7572944297082228,0.8068181818181812,0.8371212121212122,0.7591094763200672,0.2832413,0.8700114025085519,0.6301531213191991,3,73
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6198979591836735,0.7639257294429708,0.8134469696969692,0.8401515151515152,0.7593555433687822,0.27880785,0.8690992018244014,0.5913043478260869,3,78
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6403061224489796,0.76657824933687,0.8087121212121207,0.8416666666666667,0.7643157899161592,0.28439248,0.8688711516533637,0.6281377699941623,3,84
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6479591836734694,0.7679045092838196,0.8162878787878779,0.8401515151515152,0.7680757717241705,0.2754577,0.8761687571265678,0.6096115865701119,4,89
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6479591836734694,0.7745358090185677,0.8181818181818173,0.8454545454545455,0.7715328390820999,0.27701342,0.8757126567844926,0.6327543424317618,4,94
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6505102040816326,0.7811671087533156,0.8181818181818176,0.8446969696969697,0.7736390251784339,0.27764076,0.8743443557582669,0.6230529595015576,4,99
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6428571428571429,0.7758620689655172,0.8191287878787875,0.8424242424242424,0.7700680605314225,0.2784992,0.8734321550741163,0.6256218905472637,4,105
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6556122448979592,0.7718832891246684,0.8115530303030297,0.8431818181818181,0.7705575956268689,0.27948245,0.8722919042189282,0.6141338336460288,5,110
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6581632653061225,0.76657824933687,0.8106060606060602,0.8454545454545455,0.7702005301758996,0.28550118,0.8716077537058152,0.6059479553903346,5,115
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6479591836734694,0.7679045092838196,0.813446969696969,0.8393939393939394,0.7671761505120493,0.2889598,0.8722919042189282,0.6001263423878711,5,120
bert-large-cased,major,8,16,10,5e-05,0.05,0.0,19,0.6607142857142857,0.7771883289124668,0.8134469696969692,0.8409090909090909,0.7730646688082031,0.29118517,0.8700114025085519,0.6017369727047146,5,126
